,inet6num,name,inetnum,primary-key
787,,Bundesanstalt fuer Arbeit Arbeitsamt Hagenow||,212.185.170.120 - 212.185.170.127,2187024
788,,Bundesanstalt fuer Arbeit Arbeitsamt Mayen||,212.185.15.56 - 212.185.15.63,2190322
789,,Bundesanstalt fuer Arbeit Arbeitsamt Oldenburg||,193.159.178.64 - 193.159.178.71,2195275
791,,Bundesanstalt fuer Arbeit Arbeitsamt Sinzig||,217.237.181.152 - 217.237.181.159,2199185
797,,Bundesanstalt fuer Arbeit Arbeitsamt Hessisch Lichtenau||,212.184.122.248 - 212.184.122.255,2018942
806,,Bundesanstalt fuer Arbeit Arbeitsamt Kirchheimbolanden||,80.154.5.80 - 80.154.5.87,2019453
808,,Bundesanstalt fuer Arbeit Arbeitsamt Merzig||,217.5.165.24 - 217.5.165.31,2098832
809,,Bundesanstalt fuer Arbeit Arbeitsamt Altenkirchen||,212.185.43.16 - 212.185.43.23,2098899
812,,Bundesanstalt fuer Arbeit Arbeitsamt Neustadt||,212.185.43.8 - 212.185.43.15,2098898
813,,Bundesanstalt fuer Arbeit Arbeitsamt Wadern||,217.5.165.40 - 217.5.165.47,2098891
814,,Bundesanstalt fuer Arbeit Arbeitsamt Germersheim||,212.185.43.0 - 212.185.43.7,2098897
815,,Bundesanstalt fuer Arbeit Arbeitsamt Wissen||,212.185.43.40 - 212.185.43.47,2098906
820,,Bundesanstalt fuer Arbeit Arbeitsamt Betzdorf||,212.185.43.24 - 212.185.43.31,2098901
821,,Bundesanstalt fuer Arbeit Arbeitsamt Aichach||,217.5.165.48 - 217.5.165.55,2098893
822,,Bundesanstalt fuer Arbeit Arbeitsamt Saarlouis||,212.185.43.48 - 212.185.43.55,2098908
828,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.112 - 80.149.166.119,15262462
829,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.72 - 80.149.166.79,15262440
830,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.88 - 80.149.166.95,15262443
831,,TSI fuer Bundesagentur fuer Arbeit||,212.184.90.40 - 212.184.90.47,15249958
832,,TSI fuer Bundesagentur fuer Arbeit||,62.157.196.64 - 62.157.196.71,15258348
833,,TSI fuer Bundesagentur fuer Arbeit||,62.157.196.72 - 62.157.196.79,15258360
834,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.48 - 80.149.166.55,15262418
835,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.56 - 80.149.166.63,15262424
836,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.96 - 80.149.166.103,15262449
837,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.40 - 80.149.166.47,15262410
840,,TSBS GmbH fuer Bundessortenamt||BUNDESSORTENAMT-HANNOVER-NET|,217.7.62.208 - 217.7.62.215,7149609
842,,Bundesamt fuer Sicherheit in der Informationstechnik|Bonn||ORG-BL250-RIPE|,195.37.231.192 - 195.37.231.207,8588361
848,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.8 - 80.149.166.15,15262353
849,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.16 - 80.149.166.23,15262365
850,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.64 - 80.149.166.71,15262425
851,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.80 - 80.149.166.87,15262441
852,,TSI fuer Bundesagentur fuer Arbeit||,217.5.248.208 - 217.5.248.215,15278080
853,,TSI fuer Bundesagentur fuer Arbeit||,217.89.48.176 - 217.89.48.183,15278087
854,,ZENTRUM-ZMZ-BUNDESWEHR-CLAUSEWITZ-KASERNE-NIENBURG-NET|,193.158.4.192 - 193.158.4.223,15323202
856,,Bundesnetzagentur||BUNDESNETZAGENTUR-BONN-NET|,62.225.13.40 - 62.225.13.47,16400028
865,,Bundeswehr Hepenser Groden||BUNDESWEHR-HEPENSER-GRODEN-WILHELMSHAVEN-NET2|,217.7.137.8 - 217.7.137.15,8396811
867,,T-Systems International|Saonestr. 3|60528 Frankfurt; Germany|Address Range for Bundesagentur fur Arbeit (BA)||,93.122.70.160 - 93.122.70.191,7552908
868,,Bundesamt fuer Sicherheit in der Informationstechnik|CERT-Bund|Godesberger Allee 185-189|53175 Bonn||ORG-CA1591-RIPE|,93.187.113.0 - 93.187.113.15,7630777
870,,Bundesliegenschaft-NET2|,80.149.172.0 - 80.149.172.15,8435770
873,,Bundesanstalt für Finanzmarktstabilisierung|Taunusanlage 6|60329 Frankfurt am Main||,77.74.239.64 - 77.74.239.79,8217662
875,,Bundesanstalt fuer Immobilienaufgaben||NET-DE-BUNDESANSTALT-FUER-IMMOBILIENAUFGABEN|,213.61.228.0 - 213.61.228.7,9964791
878,,BUNDESANSTALT FUR FINANZDIENSTLEISTUNGSAUFSICHT||NET-DE-BUNDESANSTALT-FUR|,217.110.32.32 - 217.110.32.47,10751674
886,,Verband der Reservisten der Dt. Bundeswehr e.V.||,87.193.62.99 - 87.193.62.99,14543690
897,,TSI fuer Bundesanstalt fuer Post-u Telek||,217.5.232.232 - 217.5.232.239,12284530
899,,TSI fuer Bundesagentur fuer Arbeit||,62.156.186.176 - 62.156.186.183,17234728
900,,TSI fuer Bundesagentur fuer Arbeit||,212.185.170.168 - 212.185.170.175,17229221
914,,BUNDESANSTALT FÜR FINANZDIENSTLEISTUNGSAUFSICHT||NET-DE-BUNDESANSTALT-FR-FINANZDIENSTLEISTUNGSAUFSICHT|,217.110.88.128 - 217.110.88.143,9168983
916,,Bundesanstalt fuer Arbeitsschutz und Arbeitsmedizin||,193.175.200.0 - 193.175.200.79,9303186
917,,BUNDESANSTALT FÜR FINANZDIENSTLEISTUNGSAUFSICHT||NET-DE-BUNDESANSTALT-FR-FINANZDIENSTLEISTUNGSAUFSICHT|,213.61.186.232 - 213.61.186.239,9145090
918,,Bundesnetzagentur|Talstr. 34|D-66119 Saarbruecken|Germany||,213.23.199.96 - 213.23.199.111,5136566
935,,Verband der Reservisten der Deutschen Bundeswehr e.V.|Zeppelinstr. 7a|D-53177 Bonn||,213.168.79.48 - 213.168.79.55,10905493
948,,Bundesarbeitsgericht|Hugo-Preuss-Platz 1|DE-99084 Erfurt||BUNDESARBEITSGERICHT|,171.33.185.144 - 171.33.185.159,13370806
953,,Bundesnetzagentur|Aktienstr. 1-7|D-45473 Muelheim|Germany||,176.94.90.176 - 176.94.90.183,13596790
958,,AMT-FERNMELDESYSTEME-BUNDESWEHR-STRAUSBERG-NET|,217.5.178.64 - 217.5.178.71,5596816
961,,BUNDESNETZAGENTUR|,212.6.142.48 - 212.6.142.63,6776785
962,,Kraftfahrt-Bundesamt|Flensburg||,195.37.186.16 - 195.37.186.31,6755370
965,,BUNDESNETZAGENTUR|,212.6.139.64 - 212.6.139.79,6750485
969,,Bundesamt für Familie und zivilgesellschaftliche Aufgaben||,217.69.82.80 - 217.69.82.95,13135712
970,,BUNDESWEHR-KRANKENHAUS-HAMBURG-NET|,62.159.240.72 - 62.159.240.79,13928684
973,,Bundesnetzagentur|Alter Hellweg 56|D- 44379 Dortmund|GERMANY||,176.94.119.200 - 176.94.119.207,13834442
975,,Bundesamt fuer Verbraucherschutz und Lebensmittelsicherheit||,195.37.231.8 - 195.37.231.15,13989673
981,,Bundeswehrkrankenhaus /Luftrettungsstation||,83.236.244.1 - 83.236.244.1,7170464
982,,Bundeswehrkrankenhaus /Luftrettungsstation||,92.198.59.200 - 92.198.59.207,8059413
985,,TSI fuer Bundesagentur fuer Arbeit||,193.159.169.96 - 193.159.169.103,18167972
996,,TSBS GmbH fuer Bundesarchiv||BUNDESARCHIV-KOBLENZ-NET|,195.243.9.16 - 195.243.9.31,8283491
998,,Bundesamt fuer Seeschifffahrt und Hydrographie||,194.25.252.200 - 194.25.252.207,14429896
999,,Bundesamt fuer Seeschifffahrt und Hydrographie||,194.25.252.168 - 194.25.252.175,14429936
1000,,Bundesamt fuer Seeschifffahrt und Hydrographie||,80.157.178.208 - 80.157.178.215,14429643
1002,,Bundesamt fuer Seeschifffahrt und Hydrographie||,194.25.252.192 - 194.25.252.199,14429813
1003,,Bundesamt fuer Seeschifffahrt und Hydrographie||,80.150.164.232 - 80.150.164.239,14434868
1005,,TSI fuer Bundesministerium fuerWirtschaft und Energie||BUNDESMINISTERIUM-FUER-WIRTSCHAFT-U-TECHNIK-BONN-NET2|,80.156.251.240 - 80.156.251.247,14376927
1011,,DEUTSCHER BUNDESTAG||NET-DE-DEUTSCHER-BUNDESTAG|,213.61.66.208 - 213.61.66.215,7748297
1027,,CDU / CSU - FRAKTION IM DEUTSCHEN BUNDESTAG||,62.50.36.160 - 62.50.36.167,8629520
1031,,Bundeswehr HFLgWaS||BUNDESWEHR-HFLGWAS-BUECKEBURG-NET|,62.225.115.96 - 62.225.115.103,5749696
1032,,Bundeswehr Hepenser Groden||BUNDESWEHR-HEPENSER-GRODEN-WILHELMSHAVEN-NET|,62.225.115.88 - 62.225.115.95,5760793
1034,,Bundesamt fuer Finanzen|KEVIZZ-SINA-NET||,80.245.148.0 - 80.245.151.255,5784178
1035,,Bundeswehr FlaRakG2||BUNDESWEHR-FLARAKG2-BAD-SUELZE-NET|,62.156.239.224 - 62.156.239.231,5746050
1037,,Bundeswehr Zentrum||BUNDESWEHR-ZENTRUM-DRESDEN-NET|,212.185.81.176 - 212.185.81.183,5754261
1039,,BUNDESLIEGENSCHAFT|,217.6.7.192 - 217.6.7.255,13552376
1040,,"Bundesanstalt fuer Post und Telekommunikation|Maybachstr. 54-56, 70469 Stuttgart||",82.98.104.176 - 82.98.104.191,13779790
1042,,DTAG-BUNDESWEHR-HAMMELBURG-NET|,62.157.210.248 - 62.157.210.255,13892701
1044,,BUNDESLIEGENSCHAFT-NET|,62.157.221.48 - 62.157.221.55,14563141
1045,,BUNDESLIEGENSCHAFT-NET|,62.157.221.40 - 62.157.221.47,14563140
1053,,Bundesanstalt fuer Landwirt- schaft und Ernaehrung||BUNDESANSTALT-LANDWIRTSCHAFT-ERNAEHRUNG-BONN-NET|,212.185.113.168 - 212.185.113.175,10239520
1055,,ORG-KBS6-RIPE|,212.185.74.0 - 212.185.74.63,10326340
1057,,Bundesinstitut fuer Risikobewertung||,31.185.104.1 - 31.185.104.15,10137680
1068,,Bundesnetzagentur||BUNDESNETZAGENTUR-CHEMNITZ-NET|,194.25.203.8 - 194.25.203.15,7006274
1073,,Bundeswehrkrankenhaus Ulm Herr Ruediger||,92.198.61.196 - 92.198.61.196,7085834
1082,,Verband der Reservisten der Dt. Bundeswehr e.V.||,84.245.143.240 - 84.245.143.247,12228851
1084,,Bundesnetzagentur|Mainz||,193.155.17.0 - 193.155.17.255,12293470
1088,,TSI fuer Bundesagentur fuer Arbeit||,193.158.8.136 - 193.158.8.143,12094681
1089,,Bundesamt fuer Wirtschaft und Ausfuhrkontrolle||,212.202.252.156 - 212.202.252.156,12128759
1100,,BUNDESLIEGENSCHAFT-NET2|,62.153.64.232 - 62.153.64.239,12727751
1105,,BUNDESLIEGENSCHAFT-NET3|,195.145.93.64 - 195.145.93.71,12727774
1106,,BUNDESLIEGENSCHAFT-NET7|,195.145.93.80 - 195.145.93.87,12727793
1107,,BUNDESLIEGENSCHAFT-NET|,62.153.64.224 - 62.153.64.231,12727748
1108,,Bundesamt fuer Wirtschaft und Ausfuhrkontrolle||,87.193.142.25 - 87.193.142.25,16096515
1109,,Bundesamt fuer Wirtschaft und Ausfuhrkontrolle||,87.234.238.20 - 87.234.238.20,16142776
1110,,Bundesamt fuer Wirtschaft und Ausfuhrkontrolle||,87.193.136.88 - 87.193.136.88,16096518
1113,,BUNDESNETZAGENTUR||NET-DE-BUNDESNETZAGENTUR|,217.110.52.48 - 217.110.52.55,16099285
1114,,Bundesamt fuer Migration und Fluechtlinge||,94.101.41.88 - 94.101.41.91,16090014
1115,,Bundesamt fuer Wirtschaft und Ausfuhrkontrolle||,87.193.133.16 - 87.193.133.23,16096519
1116,,Bundesamt fuer Wirtschaft und Ausfuhrkontrolle||,87.193.133.48 - 87.193.133.55,16096531
1126,,BUNDESLIEGENSCHAFT-NET23|,80.154.131.176 - 80.154.131.183,12828773
1133,,BUNDESLIEGENSCHAFT-NET29|,80.154.134.48 - 80.154.134.55,12849319
1137,,BUNDESLIEGENSCHAFT-NET12|,193.158.46.112 - 193.158.46.119,12834833
1143,,BUNDESLIEGENSCHAFT-NET14|,80.149.27.152 - 80.149.27.159,12818122
1150,,Bundesamt fuer Verbraucherschutz und Lebensmittelsicherheit||,195.37.184.96 - 195.37.184.119,13231681
1167,,Wulflamhaus fuer Bundespresseamt||,62.159.136.232 - 62.159.136.239,13708321
1190,,TSI fuer Bundesagentur fuer Arbeit||,80.150.81.80 - 80.150.81.87,14392030
1193,,Bundespresseamt Public IP Space||,194.29.227.208 - 194.29.227.223,14460325
1194,,Bundespresseamt Public IP Space||,194.29.231.0 - 194.29.231.255,14462546
1196,,DTAG-BILDUNGSZENTRUM-DER-BUNDESWEHR-MANNHEIM-NET|,62.153.237.40 - 62.153.237.47,14704410
1197,,TSI fuer Bundesagentur fuer Arbeit||,195.145.240.128 - 195.145.240.135,14684884
1208,,BUNDESANSTALT FÜR FINANZDIENSTLEISTUNGSAUFSICHT||NET-DE-BUNDESANSTALT-FR-FINANZDIENSTLEISTUNGSAUFSICHT|,217.111.31.176 - 217.111.31.191,9145088
1210,,Bundesanstalt fuer Arbeit Arbeitsamt Magdeburg||,80.146.176.72 - 80.146.176.79,9374441
1213,,BUNDESANSTALT FÜR FINANZDIENSTLEISTUNGSAUFSICHT||NET-DE-BUNDESANSTALT-FR-FINANZDIENSTLEISTUNGSAUFSICHT|,213.61.184.144 - 213.61.184.151,9145089
1227,,TSI fuer Bundesanstalt fuer Post-u Telek||,217.6.46.152 - 217.6.46.159,11952112
1229,,Bundesamt fuer Verbraucherschutz und Lebensmittelsicherheit||,195.37.181.192 - 195.37.181.223,10161888
1244,,BUNDESLIEGENSCHAFT|,195.145.201.160 - 195.145.201.191,12448553
1258,,BUNDESLIEGENSCHAFT-NET|,217.6.26.232 - 217.6.26.239,14309545
1261,,Bundeslehranstalt Burg Warberge.V.||BUNDESLEHRANSTALT-WARBERG-NET|,62.153.86.8 - 62.153.86.15,14972198
1263,,Bundeswehr|,80.254.131.40 - 80.254.131.47,15039821
1264,,Bundeswehr|,80.254.131.32 - 80.254.131.39,15039819
1266,,TSI fuer Bundesagentur fuer Arbeit||,217.89.189.88 - 217.89.189.95,15082388
1271,,Max Rubner-Institut|Bundesforschungsinstitut fuer Ernaehrung und Lebensmittel||,195.37.181.224 - 195.37.181.255,10178448
1288,,DBwV - Deutscher Bundeswehr Verband e.V.||,213.148.157.47 - 213.148.157.47,15956539
1292,,TSI fuer Bundesagentur fuer Arbeit||,217.243.136.40 - 217.243.136.47,16025099
1294,,Bundesnetzagentur|Kanalweg 90|D-76149 Karlsruhe|GERMANY||,176.94.29.152 - 176.94.29.159,15802496
1295,,Bundesnetzagentur|Sedanstr. 14b|D-24116 Kiel|GERMANY||,88.79.103.128 - 88.79.103.135,15788036
1302,,TSI fuer Bundeskriminalamt||,80.150.197.184 - 80.150.197.191,15934007
1329,,Bundesamt fuer Wirtschaft und Ausfuhrkontrolle||,87.193.251.224 - 87.193.251.231,16142792
1344,,TSI fuer Bundesagentur fuer Arbeit||,212.184.189.72 - 212.184.189.79,16650437
1345,,TSI fuer Bundesagentur fuer Arbeit||,217.89.65.112 - 217.89.65.119,16657361
1346,,TSI fuer Bundesagentur fuer Arbeit||,195.145.66.112 - 195.145.66.119,16663191
1347,,TSI fuer Bundesagentur fuer Arbeit||,217.237.181.144 - 217.237.181.151,16667511
1349,,Bundesministerium der Finanzen||NET-DE-BUNDESMINISTERIUM-DER-FINANZEN|,213.61.66.128 - 213.61.66.135,14342233
1350,,TSI fuer Bundesagentur fuer Arbeit||,80.152.48.88 - 80.152.48.95,14384630
1358,,TSI fuer Bundesanstalt fuer Post-u Telek||,217.6.209.128 - 217.6.209.135,12731991
1364,,BUNDESLIEGENSCHAFT-NET5|,193.158.87.200 - 193.158.87.207,12728741
1365,,Bundesanstalt fuer IT-Dienstleistungen|Am Ehrenberg 8|D-98693 Illmenau||BUNDESANSTALT_FUER_IT-DIENSTLEISTUNGEN-TRAN-NET|,80.228.247.184 - 80.228.247.191,12899353
1368,,TSI fuer Bundesamt fuer Verfassungsschutz||,217.243.133.208 - 217.243.133.223,15123119
1369,,TSI fuer Bundesagentur fuer Arbeit||,80.156.10.216 - 80.156.10.223,15131753
1370,,Bundesamt fuer Migration und Fluechtlinge||BUNDESAMT-FUER-MIGRATION-UND-FLUECHTLINGE-HEIDELBERG-NET|,217.7.117.160 - 217.7.117.167,15284898
1373,,TSI fuer Bundesagentur fuer Arbeit||,62.153.238.72 - 62.153.238.79,15258347
1374,,TSI fuer Bundesagentur fuer Arbeit||,80.149.166.32 - 80.149.166.39,15262403
1375,,TSI fuer Bundesagentur fuer Arbeit||,217.6.196.176 - 217.6.196.183,15266478
1377,,TSI fuer Bundesagentur fuer Arbeit||,80.149.240.208 - 80.149.240.215,15260616
1378,,Robert-Koch-Institut|Bundesinstitut fuer Infektionskrankheiten|und nicht uebertragbare Krankheiten|Berlin||,193.175.81.0 - 193.175.81.255,1687737
1379,,Avaya Deutschland GmbH c/o Bundesagentur fuer||,212.202.233.164 - 212.202.233.167,2859594
1380,,Avaya Deutschland GmbH c/o Bundesagentur fuer||,83.236.184.176 - 83.236.184.183,3444995
1381,,Max Rubner-Institut|Bundesforschungsinstitut fuer Ernaehrung und Lebensmittel||,195.37.32.128 - 195.37.32.255,17680485
1390,,Bundeswehrkrankenhaus /Luftrettungsstation Christoph 22||,87.193.253.32 - 87.193.253.32,17432093
1393,,TSI fuer Bundesagentur fuer Arbeit||,80.146.231.104 - 80.146.231.111,16650439
1395,,TSI fuer Bundesagentur fuer Arbeit||,217.89.159.168 - 217.89.159.175,16657360
1401,,Deutscher Bundestag|11011 Berlin||ORG-DB45-RIPE|,193.175.67.128 - 193.175.67.191,16840930
1402,,DTAG-BUNDESRAT-1-BERLIN-NET|,80.149.255.80 - 80.149.255.87,14288607
1403,,BUNDESLIEGENSCHAFT-NET|,62.153.222.168 - 62.153.222.175,14267495
1404,,TSI fuer Bundesagentur fuer Arbeit||,217.89.144.72 - 217.89.144.79,18199482
1406,,TSI fuer Bundesagentur fuer Arbeit||BUNDESANSTALT-F-ARBEIT-BORNA-STADT-NET|,80.150.214.88 - 80.150.214.95,18254286
1408,,Deutscher Bundestag|11011 Berlin||ORG-DB45-RIPE|,195.37.32.96 - 195.37.32.127,18486854
1410,,AMT-FUER-GEOINFORMATIONSWESEN-BUNDESWEHR-EUSKIRCHEN-NET|,195.243.195.176 - 195.243.195.183,18557491
1417,,Rechenzentrum der Bundeswehr||RECHENZENTRUM-BUNDESWEHR-STRAUSBERG|,217.89.41.232 - 217.89.41.239,3574928
1420,,Bundeswehrkrankenhaus /Luftrettungsstation||,92.198.23.90 - 92.198.23.90,18590970
1421,,BUNDESSPRACHENAMT-GEB2-GEB-6-RAUM-9-NAUMBURG-NET|,62.225.187.184 - 62.225.187.191,18614157
1427,,Bundesamt fuer Naturschutz|Bonn||,194.95.197.0 - 194.95.197.63,18660698
1428,,TSI fuer Bundesagentur fuer Arbeit||,87.128.204.80 - 87.128.204.87,18658694
1448,2003:5b:c01c::/48,TSI fuer Zollkriminalamt||ZOLLKRIMINALAMT-KOELN-NET|,,13402110
1450,2003:5a:c024::/48,TSI fuer Zollkriminalamt||ZOLLKRIMINALAMT-BONN-NET|,,13928361
1454,2003:44:c128::/48,TSI fuer Zollkriminalamt||ZOLLKRIMINALAMT-BERLIN-NET|,,16447382
1464,2003:5a:c015::/48,TSI fuer Zollkriminalamt||ZOLLKRIMINALAMT-KOELN-NET|,,17303102
1497,,Zollkriminalamt|Bergisch-Gladbacher-Str. 837|D-51069 Koeln|Germany||,145.253.181.56 - 145.253.181.63,2924510
1536,,ZKA Zollkriminalamt|Bergisch Gladbacher Str. 837|D-51069 Koeln|GERMANY||,212.144.84.144 - 212.144.84.159,3808930
1540,,TSI fuer Zollkriminalamt||ZOLLKRIMINALAMT-KOELN-NET|,217.7.142.208 - 217.7.142.223,16631971
1566,,ZKA Zollkriminalamt|Weiglestr. 11-13|D-45128 Essen|Germany||,145.253.111.240 - 145.253.111.255,4227685
1567,,ZKA Zollkriminalamt|Bergisch-Gladbacher-Str. 837|D-51069 Koeln|Germany||,145.253.64.0 - 145.253.64.15,4227610
1568,,ZKA Zollkriminalamt|Landsberger Strasse 124|D-80339 Muenchen|Germany||,145.253.64.16 - 145.253.64.31,4227636
1604,,TSBS GmbH fuer Zollkriminalamt||ZOLLKRIMINALAMT-KOELN-NET2|,80.146.248.120 - 80.146.248.127,12716193
1652,,Zollkriminalamt||ZOLLKRIMINALAMT-KOELN-NET|,62.225.142.112 - 62.225.142.119,8348082
1670,,TSBS GmbH fuer Zollkriminalamt||,62.225.189.24 - 62.225.189.31,10035032
1698,2003:64:c017::/48,Ministerium des Innern fuer Sport und Infrastruktur RLP||MINISTERIUM-DES-INNERN-SPORT-INFRASTRUKTUR-MAINZ-NET|,,12676856
1699,2a01:4f8:192:428e::/64,"Ministerium für Kultus, Jugend und Sport||MINISTERIUM-FUER-KULTUS-JUGEND-UND-SPORT|",,13044430
1700,2a01:4f8:200:5363::/64,"Ministerium für Kultus, Jugend und Sport||MINISTERIUM-FUER-KULTUS-JUGEND-UND-SPORT|",,13235445
1701,2a01:4f8:130:324e::/64,"Ministerium für Kultus, Jugend und Sport Referat 54 - Schulkunst||MINISTERIUM-FUER-KULTUS-JUGEND-UND-SPORT-REFERAT-54-SCHULKUNST|",,13347080
1703,2a01:4f8:202:5048::/64,"Ministerium für Wirtschaft, Arbeit, Verkehr und Technologie SH||MINISTERIUM-FUER-WIRTSCHAFT-ARBEIT-VERKEHR-UND-TECHNOLOGIE-SH|",,14208831
1704,2003:49:201b::/48,TSI fuer Ministerium des InnernLand Brandenburg||,,13823987
1705,2003:64:c084::/48,"Ministerium des Innern, fr Sport und Infrastruktur||MINISTERIUM-DES-INNERN-MAINZ-NET|",,15573530
1706,2003:c4:c815::/48,Hessisches Ministerium||HESSISCHES-MINISTERIUM-FULDABRUECK-NET|,,17289606
1707,,"Ministerium fuer Bildung, Wissenschaft und Kultur Mecklenburg-Vorpommern||",193.175.51.0 - 193.175.51.255,602381
1709,,Ministerium des Innern und fuer Sport Rheinland-Pfalz||MINISTERIUM-INNERN-SPORT-MAINZ|,217.89.43.24 - 217.89.43.31,3574913
1710,,Network of Ministerium fuer LF Dresden||,194.196.76.0 - 194.196.76.255,175769
1711,,"Ministerium fuer Finanzen u. Energie|des Landes Schleswig-Holstein|Duesternbrooker Weg, 24105 Kiel|Remote Connection to SAP||",194.117.124.151 - 194.117.124.151,212694
1712,,Hessisches Ministerium fuer Wissenschaft und Kunst||,82.195.68.0 - 82.195.69.255,3969555
1713,,"Ministerium des Innern, für Sport und Infrastruktur||MINISTERIUM-DES-INNERN-MAINZ-NET|",80.149.210.152 - 80.149.210.159,15537324
1714,,"Ministerium fuer Bildung, Wissenschaft und Kultur|Mecklenburg-Vorpommern||",195.37.175.16 - 195.37.175.23,15276048
1715,,Amt fuer Bundesbau Ministeriumder Finanzen||,217.243.145.240 - 217.243.145.247,15405054
1716,,Ministerium fuer Inneres und Kommunales des NRW|Friedrichstr. 62|D-40217 Duesseldorf|GERMANY|Doku per Script Oktober 2015||,176.94.185.48 - 176.94.185.55,15409941
1717,,Ministerium fuer Inneres und Kommunales des NRW|Friedrichstr. 62|D-40217 Duesseldorf|GERMANY|Doku per Script Oktober 2015||,176.94.185.176 - 176.94.185.183,15409936
1718,,Hessisches Ministerium||HESSISCHES-MINISTERIUM-FULDABRUECK-NET|,87.191.41.176 - 87.191.41.183,17289608
1719,,Ministerium fuer Umwelt und Forsten|Kaiser-Friedrich-Strasse 1|D-55116 Mainz||,213.139.133.144 - 213.139.133.159,6225898
1720,,Ministerium fuer Umwelt und Forsten|Kaiser-Friedrich-Strasse 1|D-55116 Mainz||,213.139.136.16 - 213.139.136.31,6229553
1721,,Ministerium fuer Bauen und Verkehr des Landes NRW|Juergensplatz 1|D-40219 Duesseldorf|GERMANY||,213.23.244.56 - 213.23.244.63,5841585
1722,,Ministerium fuer Bauen und Verkehr des Landes NRW|Juergensplatz 1|D-40219 Duesseldorf|GERMANY||,213.23.244.48 - 213.23.244.55,5841584
1723,,Hessisches Ministerium des Inneren|Konrad-Adenauer-Ring 49|D-65187 Wiesbaden|GERMANY||,88.79.163.128 - 88.79.163.135,7082893
1724,,Nds. Ministerium f. Inneres u. Sport||,81.14.181.64 - 81.14.181.71,9842900
1725,,Ministerium fuer Schule und Weiterbildung NRW|Voelklinger Str. 49|40221 Duesseldorf||,213.128.119.112 - 213.128.119.115,8221398
1726,,Ministerium des Innern des Landes Brandenburg||,195.243.21.200 - 195.243.21.207,10330723
1727,,TSI fuer Ministerium des InnernLand Brandenburg||,80.148.29.192 - 80.148.29.255,13674870
1730,,"Ministerium fuer Inneres, Kultur und Europa||",195.243.128.32 - 195.243.128.47,11246841
1732,,Amt fuer Verfassungsschutz Thueringer Ministerium||,87.234.225.230 - 87.234.225.230,18651833
1733,,Amt fuer Verfassungsschutz Thueringer Ministerium||,87.234.252.0 - 87.234.252.3,18651835
1743,2001:4dd0:f50b::/48,Bundesamt für Justiz|Gorch-Fock-Str.4|D-53229 Bonn||,,15079379
1746,2001:638:81e::/48,Bundesamt fuer Sicherheit in der Informationstechnik|Bonn||ORG-CA1591-RIPE|,,17109063
1748,2001:4dd0:f6a9::/48,Bundesamt fuer Justiz|Heinrich-von-Stephan-Str.9|D-53175 Bonn||,,16629964
1749,2003:44:6035::/48,TSI fuer Bundesamt fuer Verfassungsschutz||,,16621403
1751,2003:44:c0b1::/48,TSI fuer Bundeskanzleramt||BUNDESKANZLERAMT-BERLIN-NET6|,,15108580
1752,,BSI Bundesamt für Sicherheit in der IT||,195.227.63.0 - 195.227.63.7,2179030
1754,,Bundesamt fuer Wehrtechniek und Beschaffung|Platanenweg 37|53225 Bonn|Remote connection to SAP||,194.117.105.48 - 194.117.105.51,425430
1755,,Bundesamt fuer Strahlenschutz|Rosastr. 9|79098 Freiburg||,193.174.231.0 - 193.174.231.255,406963
1756,,Bundesamt fuer Sicherheit in der Informationstechnik|Bonn||ORG-CA1591-RIPE|,194.94.208.0 - 194.94.208.255,407031
1757,,Bundesamt fuer Strahlenschutz|Salzgitter||,193.174.230.0 - 193.174.230.255,406960
1758,,Bundesamt fuer Strahlenschutz|Salzgitter||,195.37.146.0 - 195.37.146.255,406966
1759,,Bundesamt fuer Naturschutz||BUNDESAMT-FUER-NATURSCHUTZ-NET|,62.153.208.72 - 62.153.208.79,490805
1763,,Bundesamt fuer Finanzen|An der Kueppe 2|53225 Bonn||,80.245.144.0 - 80.245.147.255,3977966
1775,,TSI fuer Bundesamt fuer Verfassungsschutz||,80.150.252.112 - 80.150.252.119,14708157
1784,,TSI fuer Bundesamt fuer Sicher-heit in der Informationtechnik||BUNDESAMT-FUER-SICHERHEIT-BONN-NET|,80.157.7.64 - 80.157.7.71,13335055
1796,,TSI fuer Bundesamt fuer Verfassungsschutz||,217.5.178.16 - 217.5.178.31,13722103
1802,,Bundesamt fuer Verbraucherschutz und Lebensmittelsicherheit||,195.37.232.248 - 195.37.232.255,14221997
1811,,Bundesamt fuer Wirtschaft und Ausfuhrkontrolle||,87.193.31.97 - 87.193.31.97,16610190
1812,,Bundesamt fuer Wirtschaft und Ausfuhrkontrolle||,83.236.222.48 - 83.236.222.55,16610197
1815,,Bundesamt fuer Migration und Fluechtlinge||,92.198.24.129 - 92.198.24.129,18299724
